x,y,z,qx,qy,qz,qw
0.22980899850320058,0.015383158270308636,0.13644162289778616,0.008389997823150964,-0.14421349781515594,0.022971307429227154,0.9892443550606885
0.20179525926923736,0.008830820898909113,0.20115948058329597,0.017428448417721162,-0.22965467006539517,-0.01994895621812929,0.9729116202660509
0.1707776109049799,0.008537966946032967,0.1666844127763671,0.039610032419497385,-0.49197633344079206,-0.012493278701526712,0.8696173012614037
0.17615425713304517,0.008047310948295706,0.1669071248248324,0.055041367799935,-0.7109221289529412,-0.012222001203075901,0.7010069878983533
0.2149895680115334,0.016898892209712028,0.19863454876057124,-0.34003510373650236,-0.6358584513327727,0.38417003142111683,0.5766051899293761
0.2859956368211438,0.014627094459928823,0.18685192572136514,0.5041651985850069,0.7155570117491381,-0.30163384133330157,-0.3779055983111405
0.3148336044463351,0.0261515356542665,0.1557649703945741,0.44916841711424044,0.6620024911077773,-0.38250813536791006,-0.4622639518841475
0.30504490287030855,0.01740826373068606,0.11068347289770125,0.4618969781297145,0.5787052115845902,-0.45300016162522466,-0.4965302742502144
0.20901476784643752,0.004000643558018245,0.1117527646816347,-0.46368725872997196,-0.5266192247731349,0.4838391767437824,0.5230353422463202
0.12039281989564633,0.0030768201118473865,0.12256252836517169,0.028048461142336112,-0.3386203298086665,-0.04018886495192913,0.939645896708804
